,Name,Party,Position,Text
712,James Heappey,Conservative,Minister of State (Ministry of Defence) (Minister for the Armed Forces)," Undoubtedly so; my right hon. Friend is correct. For all those countries who are on a Euro-Atlantic pathway, their aspiration tends to be NATO first, because they consider the security risks to be greatest, but for all of them that Euro-Atlantic pathway invariably means both NATO and EU membership. Whatever our views on Brexit, it is churlish to ignore that, and for countries in the western Balkans or the Caucasus who want to move away from their traditional sphere and towards the Euro-Atlantic one, we should be supportive of both their NATO and their EU aspirations. The danger, with nearly half an hour gone, is that an awful lot of ambassadors will read Hansard tomorrow with concern about the absence of their country and region from my speech. I will sit down quickly so that the Opposition have the opportunity to respond and Members have the opportunity to contribute, but if time allowed, I would have gone on at length about the continued importance of the middle east and all our partners in that region—we value their friendship and partnership enormously. We recognise the role that we have to play in continuing to contribute to security there. We are concerned about the security challenge in the high north and continue to work with partners to address that. We recognise our responsibility to maintain a presence in the Antarctic. Quite frankly, I could probably have spoken for an hour and a half and still not covered the totality of global military operations, but 28 minutes is more than enough, so I will sit down. "
713,John Healey,Labour,Shadow Secretary of State for Defence," The Minister has indeed made a powerful case for another defence policy debate in short order, as the Chair of the Select Committee, Mr Ellwood, said at the start. This House always welcomes a debate on defence policy, and I look forward to the contributions that we are set to hear from all parts of the House. As the Minister recognised, this is also an important opportunity for us to reaffirm UK unity in support of Ukraine, which he did. As the Ukrainians mount their counter-offensive, they arguably need UK solidarity, NATO unity and international support more now than at any time in the 473 days since Putin first launched his brutal illegal invasion of their country. Remarkably, they have already taken back more than half the territory that Putin seized in the early days of his war, but as the Minister quite rightly said, these are early days in the counter-offensive, and although there are early signs of Ukrainian gains, they now face Russian forces that have dug in defences and have superior air power and drone technology. There is also no sign of Putin’s strategic aims having changed, and the Russian military is, despite the damage done by the Ukrainian resistance in their courageous fighting, far from a spent force. Putin is expanding his war effort and massing his troops and firepower, and his Russian industry is on 24/7 wartime production. Again, as the Minister noted, this is long term: Ukraine has now been fighting Russia for over nine years, not one year. There may be a change in Government next year, but there will be no change in Britain’s resolve to stand with Ukraine, confront Russian aggression and pursue Putin for his war crimes. Let me pay personal tribute to the Minister for his efforts on this. I am proud of Britain’s leadership on Ukraine, and I want to feel the same in six months’ time, so what new support is the UK sending to Ukraine now that the offensive has begun? What are the Government’s aims for next week’s Ukraine recovery conference in London? How have Ministers stepped up production in the UK defence industry, and what use has been made of urgent operational requirements to speed that up? This debate is also an opportunity, four days from the start of Armed Forces Week, to celebrate the service of our forces personnel. At home or on global military operations, our forces personnel are essential to our national defence, our national resilience and our national obligations to allies. Theirs is the ultimate public service. On behalf of the Labour party, I thank the serving men and women in our armed forces for all they do to keep us safe. I also want to recognise the unsung work and essential expertise of the non-uniformed staff in defence. However, after the Minister’s speech, we have to ask: what is the Government’s purpose in this debate? Why is this happening now, before and not after the defence Command Paper is published? Where is the Defence Secretary? Where is his vision for UK leadership and contribution to NATO? Where is his apology for the failure to honour this nation’s pledge under the ARAP—Afghan relocations and assistance policy—scheme to those brave Afghans who put their lives at risk to work alongside our forces? Where is the action that he is taking to fix MOD procurement, which the Public Accounts Committee say is “broken” and “repeatedly wasting taxpayers’ money”? Where is the 2023 action plan for Ukraine that he first promised back in August last year? What has he  been doing for the last six months? Part of the answer, of course, is leaning very heavily on his No. 2, the Minister for Armed Forces, as he is today. Given that the Minister commands such respect across both sides of the House, we look to him to provide us with the reassurance that the new Command Paper, due this month, will be reported first to the House and not briefed beforehand to the media or to policy institutes. If he wants to intervene to give the House that reassurance, he would be very welcome to do so. "
714,James Heappey,Conservative,Minister of State (Ministry of Defence) (Minister for the Armed Forces)," The right hon. Gentleman knows that the Secretary of State and I have the highest regard for Mr Speaker, who has been very clear on these matters. We will ensure that both Mr Speaker’s instructions and the right hon. Gentleman’s exhortations are noted. "
715,John Healey,Labour,Shadow Secretary of State for Defence," That is welcome indeed and noted on our side, not least because the new defence Command Paper will be a really important publication. No country comes out of a war in the same way as it went in. Ukraine will, and must, have a serious impact on how our future global military operations and our homeland defence is conducted. Since Putin’s invasion of Ukraine began last year, 26 NATO nations have rebooted defence plans and budgets. Chancellor Scholz discarded decades-long German policy and boosted defence by €100 billion. President Macron has promised the same budget increase in France. Poland will spend 4% of GDP this year. Finland and Sweden have set aside decades of non-alignment to apply for NATO membership. However, there has still been strategic inertia from British Ministers over any deep rethink of international and domestic planning. "
716,John Healey,Labour,Shadow Secretary of State for Defence," I take nothing for granted—I have been around too long for that—and we will fight hard every day to make sure that we do get a Labour Government. The hon. Gentleman will also appreciate that it is right to judge Ministers by their actions, not their words. I say to him that in the last year of the last Labour Government, in 2010, Britain was spending 2.5% of GDP on defence. That level has never been matched in any of the 13 years since under Conservative Ministers. "
717,John Healey,Labour,Shadow Secretary of State for Defence," The point about the measure—counts in terms of GDP—is that it demonstrates the priority that the Government of the day give to a particular area of necessary spend. It was 2.5% of GDP in 2010. We have got nowhere near that in any of the 13 years after 2010 under the hon. Gentleman’s Governments. On the question of a necessary rethink in domestic and international strategy, I say to the hon. Gentleman that there were indeed some welcome changes in the 2023 integrated review: a new commitment to reinvigorating important bilateral ties across Europe; a declaration that the UK’s Indo-Pacific tilt has been delivered; and a recommitment to NATO as our overriding priority. However, that was a rebalancing of defence plans, not a reboot. While NATO is increasing the strength of its high readiness force to 300,000, the Government are cutting the Army still further, to its smallest size since Napoleon. While Germany boosts its defence budget by over €100 billion, the Government continue with real cuts in day-to-day defence spending. While Poland is buying an extra 1,000 tanks, the Government are cutting back our UK Challengers from 227 to 148—all this in direct breach of the promise the then Prime Minister made to the British people at the 2019 election, when he said that “We will not be cutting our armed services in any form. We will be maintaining the size of our armed services.” All this is part of the pattern of the 13 years since 2010. There are now 45,000 fewer full-time forces personnel, one in five Navy ships has been axed, and over 200 RAF planes have been taken out of service. Satisfaction with forces life has hit a new low, and our ammunition supply has been run down to just eight days. The Defence Secretary summed it up in January when he told the House that “I am happy to say that we have hollowed out and underfunded”—[Official Report, 30 January 2023; Vol. 727, c. 18.] our armed forces. While threats increase, our hollowed-out forces are working with fewer numbers and less training, and without the long-promised new kit that they need to fight and to fulfil our NATO obligations, such as Ajax. "
718,Matt Rodda,Labour,Shadow Minister (Work and Pensions) (Pensions)," My right hon. Friend is making an excellent point about the lack of investment over many years. Does he agree that today, it is particularly worth mentioning the potential capability gap with the retirement of the Hercules fleet? Given that we have quite rightly paid tribute to our armed forces, including the RAF, perhaps my right hon. Friend wants to say something about the looming capability gap—for up to two years, as I understand it—with those wonderful aircraft having been retired recently. "
719,John Healey,Labour,Shadow Secretary of State for Defence," My hon. Friend is right to pick up that point, and he is not the first on either side of the House to raise those questions. They have still not been satisfactorily answered by Ministers, particularly if the Government’s strategy is to have our forces persistently forwardly deployed. When the Minister responds to the debate, he might like to try again to reassure those who are still not satisfied that the A400 provides the capabilities in very specialist areas that the Hercules had been able to provide for so long. I am conscious of the time and the number of people who want to speak, but I want to pick up where James Gray, who so ably chairs the armed forces parliamentary scheme—a scheme that is so highly valued on both sides of the House—set out, with the budget that defence requires. We left government in 2010 spending 2.5% of GDP. In November, the Defence Secretary told this House that “the inflationary pressure on my budget for the next two years is about £8 billion”, but the Chancellor announced just £5 billion in the spring Budget, earmarked only for stockpiles and nuclear. That means no new money for pressures on the core defence budget or capability gaps, or indeed to deal with inflation. It is not just how much we spend on defence: it is how well we spend it. Since 2010, we have seen Ministers waste at least £15 billion of taxpayers’ money through MOD mismanagement in procurement, with £5 billion wasted since 2019 when the Defence Secretary took up his post. Those failures have implications for the defence Command Paper: it risks being a defence plan driven by costs, not threats, framed by the Defence Secretary’s failure to win the funding that he has said is needed. In the face of threats that the Government confirm are growing and intensifying, I ask the Minister these questions: will the defence Command Paper put an end to the Defence Secretary’s hollowing out of our armed forces? Will it halt deeper Army cuts? Will it pick up Labour’s plans to conduct a NATO test of major defence programmes to ensure that we meet our NATO obligations? Will it pick up our plans to establish a stockpile strategy to replenish UK supplies and sustain our support for Ukraine? Will it pick up our plan to renew the nation’s moral contract with those who serve in our forces? In the end, the country is best served when defence can be bipartisan. We want this defence Command Paper to be a sound defence plan for the country, not just the plan of current Conservative Ministers. If the Government are willing to take these steps, Ministers will have Labour support. If not, the big decisions will have to be taken after the next election, I hope by a Labour Government. "
720,Liam Byrne,Labour,"Labour, Birmingham, Hodge Hill"," I am very grateful to the right hon. and gallant Member for giving way. Today is the 41st anniversary of the liberation of the Falkland Islands, and it is an appropriate moment to celebrate the sacrifice of everybody who gave their lives in that campaign. It is a good moment, however, to reflect on how our country would go about embarking on such a military operation today. What is his assessment of our capability to launch a campaign like the campaign that liberated the Falklands? "
721,Dave Doogan,Labour,Shadow SNP Spokesperson (Defence)," It is a pleasure to speak on behalf of the Scottish National party in this important debate on defence, and the role that the people and professionals in defence play in keeping us safe. I listened intently to the Minister as he set out the interventions, support and donations that the United Kingdom has  played a key role in delivering to the Ukrainian defence forces. Today, as they always have had, the UK Government have the full support of the SNP. I pay tribute to some of the key decisions that have been made by the United Kingdom Government, not least of which was the decision on main battle tanks. That support continues and endures. Yesterday I was pleased to have the opportunity, together with my hon. Friend Stephen Flynn, to meet the Ukrainian ambassador to underline that support, at both a political level and on behalf of the Scottish Government and the people of Scotland. The unanimity that exists in this place over Ukraine is a welcome respite. Similarly, the United Kingdom does a lot of outstanding defence work in support of the overseas territories, which is a benign activity and welcome for those territories that benefit from it. There is not much to argue with in any of that. However, when we go a little bit further afield, the Indo-Pacific tilt has played a key role in the Government’s defence ambitions in my four years in this place, and it is one with which I take some issue. It is easy to caricature it as slipping back into an imperial mindset of power mirroring trade, and how without power there can be no trade, but trade has been inexorably globalising for the last 50 years—even back as far as the second world war—and nothing will stop that. If we look at the evidence from other European manufacturing and large economies such as Germany, we see that there are many more Mercedes than Jaguars in China, south-east Asia and Australia, but I do not see the Kriegsmarine getting deployed in an Indo-Pacific tilt as the Royal Navy is. It seems to me—I would be happy to be corrected—that this is a rebound from Brexit. It is about getting as far away from the European continent as possible. Obviously, I do not judge senior officers for that—they are reacting to their political masters’ ambitions. Indeed, to echo the Chair of the Defence Committee, Mr Ellwood, as Armed Forces Day approaches, it is important that we all acknowledge the sacrifice and service that people in uniform make to protect us. In terms of protection and the Indo-Pacific tilt, I am not certain what or whom will be protected in that theatre, and I do not understand what incumbency there is on the United Kingdom to play that role, other than an ambition towards arresting a decrease in relevance. I do not see India or Australia patrolling off the coast of Scotland—that said, neither do I see the Royal Navy patrolling off the coast of Scotland very often. Of course, Canada and the United States have a Pacific coast, so they have a relevance and a role How is this going to be done? Let us take a look at the assets. As we would expect, the United Kingdom is a very senior member of the F-35 club—it would be a scandal if it was not playing a role within that—and a significant part of every one of those aircraft is manufactured in the United Kingdom. The people working in that facility should be tremendously proud of that. The problem is, it is not the 138 F-35s that were originally vaunted but an order of 48 as yet not fully fulfilled, with a further 26 to come. Mr Deputy Speaker, if you wanted to see a strained defence procurement budget, that would be it. The F-35s are the B-variant, so they will happily operate off a carrier—unlike Typhoon, which cannot. France figured out that conundrum much more  successfully. So those F-35s will not have the mass they require as an APEX theatre weapons instrument to direct fire elsewhere. We have nuclear-powered attack submarines and ballistic missile submarines—SSN and SSBN—which are of course part of what the UK is very keen on; I will get to that later. The Queen Elizabeth carriers are both excellent Scottish-built ships, and I look forward to HMS Prince of Wales being back on active service just as soon as possible. On support ships to support carrier strike, the Type 23s are way past their sell-by date, for want of investment. If the Type 45s have not been through the power improvement project, they will not be going to the Indo-Pacific any time soon, because they cannot make it past the Mediterranean. On fleet solid support, my goodness: we have Royal Navy warships designed by the Spanish and largely built in Spain. What on earth would Sir Francis Drake make of that? On SSN-AUKUS, I wonder whether the Royal Navy has explained to the Australians about the 14 rotting submarines in Devonport and the seven in Rosyth, and the inability to either fund or prosecute their recycling. There is the cost of that and the scandalous cost of the refit of HMS Vanguard. Government Members are very excited about the nuclear enterprise and the SSN and SSBN, but I think they are less enthusiastic about the steel for those submarines coming from France. It is literally beyond comprehension. In terms of further defence of carrier strike, they will not have Crowsnest any time soon. Mr Deputy Speaker, you will be surprised to hear that fully 10 years after it was supposed to be available, it is still not available, costs are out of control and there is no idea when it will be in a position to protect the carrier strike. So, in essence, it is a pretty patchy picture. On the cost of nuclear, there are eye-watering costs for: the long overhaul period and refuel, as we have touched on; keeping Vanguard boats in service for want of replacing them in time; and the delays and cost overruns to Astute. Given the through-life costs of hundreds of billions of pounds, nuclear waste disposal, rising sea levels potentially affecting all seven nuclear sites in the United Kingdom, and Scotland forced to host nuclear submarines, it is quite clear that of all the peoples of the world, Scotland’s have the most to fear from the UK’s nuclear deterrent. The cost of nuclear is an opportunity cost, as well as in cash terms. What many will not know is how stretched the United Kingdom defence enterprise is. If you want evidence of that, it is manifest in the fabric of the defence estate. I encourage anybody to go to a local defence establishment in their constituency, if they have one, and see that some of them look like they were abandoned at the end of the cold war. That is because, in terms of maintenance and repair, they were abandoned at the end of the cold war. Our accommodation offer for our service personnel is risible. We have talked about ageing platforms of Type 23 and Vanguard. Vanguard’s unplanned maintenance means it has gone beyond its 2024 retirement date, beyond 2028 and is now into the early 2030s at extraordinary extra cost. There are four Dreadnought boats at a cost of £31 billion, plus £100 billion for through-life support. That £131 billion is 6% of the defence budget for 30 years of service. It is  simply eye-watering. And of course, of the paltry £5 billion extra for defence this year squeezed out of the Chancellor, £3 billion has to go on nuclear. UK defence policy is in crisis. We can see that from the dropping of orders for F-35s and E-7 Wedgetails. We can see it in the recruitment crisis, with poor pay, poor retention and unacceptable conditions. We can see it in the damning results of the armed forces personnel attitudes surveys; the unaffordable obsession with nuclear; conventional capabilities pared to the bone; no armoured fighting vehicles; geriatric main battle tanks, combat air pilots who only do air policing; cutting corners; fitting for but not with; 10 years to train fast jet pilots; binning perfectly good C-130Js; losing fast jet pilots after two tours, at extraordinary cost to the taxpayer; and in the budget of 2.5% of GDP “as fiscal and economic circumstances allow”,—[Official Report, 15 March 2023; Vol. 729, c. 837.] That is fooling nobody. Then there is the big one: Germany. Germany’s 2% commitment, notwithstanding its extra €100 billion, means that its defence budget will outstrip the United Kingdom’s defence budget. The UK will be reduced to playing second fiddle on the defence stage within the European arena. If it is not careful, without serious investment in defence, France will overtake the United Kingdom too. The title of the debate is “Global Military Operations.” My contention is that it is difficult to be taken seriously as a global military power when you can no longer command primacy in your own region of the world. "
722,Wayne David,Labour,"Labour, Caerphilly"," I believe the United Kingdom needs to have a military presence across the globe. I am particularly thinking about the South China sea and the threat presented by China, which has been alluded to already. I am conscious of the situation in that area, which is called the East sea by the Vietnamese, and I am acutely aware of the threat to Taiwan, which is apparently escalating. I welcome the fact that the Navy has two ships permanently in the region and that the aircraft carrier HMS Queen Elizabeth has recently visited the area. I recognise that things have moved on since the integrated review, which heralded the Indo-Pacific tilt, but still there needs to be concern about that important part of the world, well into the future, given the increasing influence of China and the importance of the area for Britain’s trade. Equally, it is important to say that today Europe has to be our main focus. NATO is, and will remain, the cornerstone of our defence, and we must be resolute in our support of Ukraine. It may well be a long struggle, but it will be necessary. However long it takes, we must stand four-square behind the people of Ukraine and its Government, and take note of the increasing threat. For example, we note that Russian nuclear weapons have now been moved into Belarus. It is incumbent upon us all to watch the situation very carefully. We must also be mindful of two things. When we look across the globe, we look to the United States of America. There is the possible re-election of former President Trump. We all know what happened when he was President last time: concern was caused by his comments about NATO, and about Montenegro in particular. Who knows—dare I say, God forbid—President Trump might be in the White House again. We also have to bear in mind the long-term desire of the United States to have a greater focus on the Pacific, and its wish for Europe to be collectively more proactive  in its own defence. Therefore, the debate about how much money we and our European allies spend on defence is extremely important, and something we cannot and should not avoid. A few weeks ago, I visited Estonia, along with my hon. Friend Catherine McKinnell and two other senior figures from the Labour movement. We had a series of wide-ranging meetings with fellow social democrats, trade unionists, the national defence committee of the Estonian Parliament and many others. The visit was extremely worth while. I was struck by the absolute unanimity among everyone we met and spoke to about the concerns they had about Russia’s activities, the war in Ukraine, and the potential and actual threat it could pose to Estonia. In 2016, the United Kingdom’s enhanced forward presence was agreed for Estonia and since 2017 the UK has deployed an armoured infantry battalion to Estonia, with 800 to 900 personnel, which was doubled in size in 2022. Our presence in Estonia, in conjunction with that of our NATO allies, is extremely valued. That was another clear message that was given to us by a whole range of people whom we met in Estonia during our visit. Looking to the future, we are in no doubt of the UK’s resolute support for NATO, but we should recognise that we need to be much stronger in developing foreign policy and military co-operation with our close allies in the European Union. Intergovernmental co-operation must be increased, and also at the very least there needs to be a dialogue with the European Commission so that there is coherence between our approach and that of our allies. Again looking to the future, we ought to focus our minds on the nature of our future military equipment and how it is manufactured. Of course the US is our closest ally and will remain so, but we need to be prepared to develop our own specific sovereign capability and from time to time, if necessary, also co-operate more closely with our European allies. In this country we are developing the sixth-generation aircraft that will eventually succeed the F35, and we have, for instance, the Tempest programme, but the European Union has the Future Combat Air System initiative. There needs to be the possibility of consideration. Nothing is certain about the future— "
723,Samantha Dixon,Labour,"Labour, City of Chester"," It is a great pleasure to speak in today’s debate. Keeping the nation safe and protecting our citizens are the main priorities of any Government. From deployments abroad to deployments at home, our armed forces are essential to our national defence. Next week will mark Armed Forces Week, a time when we reflect on the commitment and sacrifices of the brave service personnel in our armed forces, and I would like to express my sincere appreciation to them for their unwavering commitment and dedication to protecting our nation. It is their effort that ensures our safety and upholds the values we hold dear. They deserve our utmost respect and gratitude. Chester, the constituency I represent, has long historic links with our armed forces. The Dale barracks are currently home to the 2nd Battalion the Yorkshire Regiment, and the reserve unit C Squadron, the Queen’s Own Yeomanry, is based in the Fox barracks, next to the Dale. Long may the barracks remain as homes to our forces. HMS Albion, which has a long affiliation with the city of Chester, is currently busy in the Baltic on a three-month deployment as part of a series of joint exercises with NATO allies and international partners across northern Europe. I am honoured to represent a city with such strong military connections. The Labour party has always understood, and always will understand, the importance of our armed forces and defence. However, despite increasing threats, the Government are still cutting day-to-day MOD spending in real terms, which means less money for troops, housing and forces families. Our armed forces deserve support and proper funding, especially in the current climate, but I worry that the threat of hollowing out our armed forces remains present. As global uncertainty continues to rise, the fundamentals of supplying our Army, Navy and Royal Air Force with the correct equipment are paramount to our defence. We have witnessed Type 45 frigates being unable to cope with warm water and Ajax light tanks harming our service personnel more than enemy action. That is despite a lack of active deployment, six years behind schedule. Sadly, Putin’s war in Ukraine continues and there is no question but that UK military support for Ukraine has had and will continue to have Labour’s fullest backing. As this awful war continues, we must continue to stand with Ukraine and its people and support them in defending their freedom and their home. The threat posed by Russia and other hostile powers is not limited to the battlefields in Ukraine. On this I agree with Sir Bernard Jenkin. Future military operations in Europe and across the world will also be fought on the digital battlefield. A vital part of the UK defence infrastructure is that of cyber-security. When we speak of cyber-security, we think of the events of 2017, with the NotPetya cyber-attack on Ukrainian infrastructure and the Wannacry ransomware attack that highlighted the vulnerabilities of crucial organisations such as our NHS. In 2012, former CIA director and US Secretary of Defence Leon Panetta warned of a “cyber Pearl Harbor”. While the threat of that can never be underestimated,  it seems that the more effective methods being deployed by hostile powers involve microscale disinformation campaigns. With the emergence of deep fakes and the threat of quantum computing seemingly round the corner, it is vital that our armed forces receive the support they need for the 21st-century battleground. The fog of war now extends to the digital realm, with conflicting reports and misinformation weakening western support for this conflict. If we are to have a truly resilient Ministry of Defence, we need to ensure that victories on the battlefield are not portrayed as losses by those who wish to undermine our solidarity with our allies. "
724,Robert Courts,Conservative,"Conservative, Witney"," It is a great pleasure and honour to speak in this timely debate. We probably all agree that we face perhaps the most dangerous and concerning time for global security since the end of the cold war. There is a period of extreme danger coming up, with the ongoing conflict in Ukraine and the possibility of Chinese action in Taiwan, and the west’s attention is split between those two theatres. This means that we in Europe have to take a very close look at our capabilities. The fundamental point, looking at what has changed over the last year or so, is that the big assumption under which we operated for 20 or 30 years has now gone. Peer-on-peer conflict and great power rivalry are back, and the assumption that our forces will be able to operate under an umbrella of air supremacy, without fear of substantial attack from the air, is now over. This means we have to take a close look at how our Air Force and the air forces of our NATO allies are set up. For years we have engaged in operations in low-intensity conflicts, doing air policing or close air support operations without an air-to-air or significant surface-to-air threat. That will now change, of course, which means the Air Force will have to do a number of things, such as building up the number of spares. Secondly, training will have to change. The training necessary for high intensity peer-on-peer conflict is much different from that required for air policing operations, and personnel can get only a limited amount from sims. Sims are useful because they can engage in scenarios they cannot do for real, but nothing can recreate the psychological and physical stresses of operating multiple aircraft in complex air scenarios. Much as the Air Force will be thinking about these things and adjusting its training accordingly, it is relevant for us in terms of policy because, if we are looking at the need to build up spares and to fulfil a much more intense training requirement, space is needed to do that. We need to have enough aircraft and enough pilots to make sure the Air Force is not constantly stretched. If the Air Force is stretched all the time, we will not be able to build up either of those things. That is before I even start talking about the simple factor of mass. As can be seen with the conflict in Ukraine, we can expect that any peer-on-peer conflict will need mass because of the inevitable attrition. For years we have operated in a world in which we could do more with less. Each fast jet we have now is incomparably more capable than what existed during the cold war, and they are light years ahead of anything that existed during the second world war, but we still need the number of platforms to be able to cope with attrition and the training requirement. Fundamentally, this means either we will have to start doing less discretionary conflict and more high-end training to face the threat, or we will have to scale up the number of people and aircraft to be able to do both. I suspect that the House, the Government and the country will want to do the latter, because we will probably want to take part in the discretionary operations that are so important to the rules-based order and how we see ourselves as a country, but that has a cost. I have mainly spoken about fast jets, and much of it also applies to air mobility, which is based at RAF Brize Norton in my constituency, so I have a particular interest, but some of the points are common. For example, the concept of main operating bases, in which all our assets are concentrated in two or three large bases, has cost savings. In peacetime, that is of course helpful, but it is a danger when we face a peer adversary. Perhaps the Minister will elaborate in due course as to what consideration is being given to the dispersal of forces, to ensure there is resilience in the event of a peer-on-peer conflict. We have touched on the C-130 today, so I will not go into that in great detail. I know the Minister will say that the A400M Atlas can fly twice as much, twice as far and twice as fast, which is true, as it is generationally significant; it is a step change as an aircraft. However, concerns remain, first, about its reliability and whether it is where we need to be. Secondly, not all of the capabilities from the Hercules have yet been transferred and they need to be. Thirdly, and above all else, however capable an aircraft, it cannot be in two places at once. We cannot expect the limited number of crews and platforms to be able to do everything if the number of airframes available is decreasing. The important thing that the House must consider is the availability of task lines. Perhaps the Minister will address that in due course, but there is a capability gap there and we are going to have to address it. On air mobility, the other lesson from Ukraine is that no matter how important our capability, we have to get it there. So the logistics are essential and important as never before. In the last few seconds I have, I shall talk about housing. Our armed forces do crucial work, but it is no good telling them that their work is crucial and that we will rely on them if their showers are cold and there is mould on their walls. We have to make sure that we have the homes we need if we want to be able to undertake global military operations. The sun is outside but the skies are darkening, and we need to remember that. "
725,Richard Drax,Conservative,"Conservative, South Dorset"," It is a pleasure to follow Catherine McKinnell. I wish to thank our armed forces for what they do both here at home and in many countries across the world. They are a credit to our nation. Bearing in mind that the defence of our island must be any Government’s top priority, these debates are important, not least when we face a world that is as unstable as it has ever been in my lifetime. I note that the heading of this debate is “Global Military Operations”. Those operations are set: first, by the Government’s priorities; secondly, by what we can afford; and, thirdly, by our obligations, not least to NATO. Having served in the armed forces for nine years, and been in this place for 13 years, four of which have been with the Defence Committee, I have seen Prime Ministers and some Ministers struggle to clarify the scope and structure of our armed forces and to fund them properly. I exclude the current set of Ministers who are doing an outstanding job. My criticism goes straight to the Treasury in the main. To be fair to the Government, world events have a nasty habit of changing, as yet another defence review—a “refresh” of the previous one—highlights, and this while the world stands on the edge of an abyss with another murderous war taking place in Europe and, worryingly, on NATO’s borders. Since the end of world war two, we have not faced a top-tier opponent, but that threat is very real today with both China and Russia raising the threshold. I quite accept that conflict on this scale would be fought with allies, not least the US. But as Liam Byrne mentioned the Falklands war—let us hope we never have to go back there again. Many of my friends served when I was in in 1982—let me say that, as the Falklands is one of our main dependants, the question for this or any Government is: can we retake the islands in the event that they are invaded? If we cannot, clearly, we are failing in our duty. While the US gears up for major conflict, I do not detect the same sense of urgency here. To deter war, one needs to prepare and train for it, with sufficient mass to sustain a lengthy conflict. On that point alone, we must reverse the decision to cut the Army by 10,000. Everywhere the Defence Committee has gone—although I can speak on my own behalf—I have heard that our armed forces are stretched to breaking point. I said at the start of my speech that a Government’s top priority must be the defence of our island nation. That is essential, of course, but this debate is about our global reach, which requires more funding for more planes, more ships and more soldiers. It is clear from the Committee’s evidence sessions that the pitiful 2%— or just over—of GDP that is spent on defence is not  enough. It clearly is not. It was more than 5% in my day, and since then the kit has become more expensive and our requirements and obligations even greater. If we are to play our part globally, along with our allies in most cases, we must fund our armed forces to allow them to do the job that we in this place send them to do. It is our responsibility. We cannot ask them to do things without the kit, the manpower or whatever they need to do the job. If we do, we are failing in our duties. Global reach and influence are of huge significance, as China is showing. Too few politicians, regrettably, have understood the significance of a military presence around the world and the diplomatic and economic benefits that flow from it. An effective presence costs money—money that politicians all too often divert to other priorities. I mentioned China, whose economic and military reach around the world are expanding at an alarming rate. China appreciates that the world’s resources are not limitless and that, to ensure its security, those resources need to be identified, secured and protected. The war in Ukraine is a wake-up call, if ever there was one. I pay tribute to the Prime Minister, to his predecessor and to Members on both sides of the House who have stood together on this issue; long may that be the case. Many European countries, not least Poland, Germany and France, are increasing their defence budgets. Political leadership is what we badly need if we are to fund our armed forces sufficiently to meet the inevitable rise in our global responsibilities. To be fair, our brave men and women are already operating in many countries, as we have heard, and very effectively. That is to their great credit, but greater mass is needed for the reasons I have stated. Looking back in history, we have a rather poor record on being prepared for major conflict. The peace dividend that followed the end of the cold war saw a major disarmament, to the extent that we now struggle to find one fighting division where it is needed, as my right hon. Friend the Chairman of the Defence Committee stated. "
726,Liam Byrne,Labour,"Labour, Birmingham, Hodge Hill", Will the hon. Gentleman give way on that point? 
727,Richard Drax,Conservative,"Conservative, South Dorset", May I not? I have little time left and I know others on the right hon. Gentleman’s side of the House particularly want to speak. At the start of world war two— 
728,Richard Drax,Conservative,"Conservative, South Dorset"," In that case, may I reverse my decision? I would be delighted to hear from the right hon. Gentleman. "
729,Liam Byrne,Labour,"Labour, Birmingham, Hodge Hill"," I am very grateful. I wanted to underline the point the hon. Gentleman is making so eloquently to the House. The risk is even greater than he has set out, because global defence spending is now rising by between $200 billion and $700 billion a year. If we want to keep pace with that, defence spending is going to have to rise. "
730,Richard Drax,Conservative,"Conservative, South Dorset"," I hear the right hon. Gentleman, and of course it is true. To be fair to our Government, it is down to the economy, how much money we have and everything else, but at the end of the day, where we spend our money is about political priorities. History shows, as I have said already, that for many years we have underfunded the armed forces, to our detriment. At the start of the second world war, thank heavens, we had a Royal Navy with more than 1,000 warships, which played a huge part, with the RAF, in preventing the Germans from invading our country. To under-invest in our armed forces at times when we think we do not need them is short-termism of the worst kind. As history again shows, on many occasions when a war breaks out, it comes from nowhere and many countries are taken by surprise. Alternatively, MPs and others warn of conflict and nothing is done. In either case, surely we have to learn from history. At the start of world war two, we had over 1,000 warships; I think the figure now is 17 or 18, and the RAF has been similarly emasculated. Talk of the global reach of military operations is one thing, but funding them is quite another. Will I be refreshed after the refresh? I am sure the narrative and ambition will be along the right lines, but those are easy. It is the political will, the funding and the sense of urgency that are the challenge, if we are to take our global responsibilities seriously. "
